Stock #,RapNet Lot #,Publish,Availability,Item Title,Description,Type,Style,Category,Condition,Shipping from,Price,Currency,Terms,MSRP,Available for Memo,No. Items in Stock,Minimum order,Free Worldwide Shipping,Delivery Time,Delivery Location,Delivery Location Price,Delivery Location Currency,Delivery Location Terms,Delivery Location MSRP,Delivery Location Time,Ring Size,Keywords,Brand,Designer,Jewelry Quality,Setting,Jewelry Weight,Metal Type,Metal Karat,Measurements,Jewelry Lab Name,Jewelry Lab Report,Gemstone Type,Gemstone Shape,Gemstone carat,Gemstone Description,Gemstone Lab,Gem Lab Report #,Gemstone Measurements,Gemstone Quantity,Gemstone Treatment,Gemstone Treatment Type,Gemstone Comment,Gemstone Synthetic,Supplier Comment,Manufacture Date,Availability comment,Image Type,Image File Name,Image Title,URL Type,URL Title,URL Link,Document Type,Document Filename,Document title
HJBRCT149,393467,yes,yes,Sleeping Beauty & Rosecut Diamond Bracelet in 18K,"5pcs SBTurquoise Beads 4.13Cts,              
10pcs Round Rosecut Diamonds 0.60Cts,
18K 2.02gms
",Bracelets,Tennis,"New, Bridal, Woman's, Men's, Fashion Jewelry, Designer Jewelry, Youth, Set, Engagement",New,Hong Kong,2000,USD,"Cash Advance, COD, Credit If Approved",2400,no,3,1,no,2,,,,,,,,"SBT, Turquoise, Round, Diamond, Bracelet, Jewellery, Handmade, Jewels",,,"Luxury, Fine, Promotional",,2.64,White Gold,18K,,,,Turquoise,Round,4.13,,None,,,5,,,,no,"Sleeping Beauty & Rosecut Diamond Bracelet in 18K
5pcs SBTurquoise Beads 4.13Cts,              
10pcs Round Rosecut Diamonds 0.60Cts,
18K 2.02gms
",,,,5pc Turquoise Bracelet.jpg,SBT & Diamond Bracelet,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.6,,None,,,10,,,,no,,,,,,,,,,,,
HJRNG278,392682,yes,yes,Round Brilliant Pariaba Tourmaline Ring with Pear Rosecut Diamonds in 18K,"1pc Diamond Cut Brazilian Pariaba 0.60Cts,                         
5pcs Pear Rosecut Diamonds 1.58Cts,                                   
30pcs Round Brilliant Diamonds 0.28Cts,
18K 2.82gms
",Rings,"Engagement Ring, Bridal, Halo, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,15000,USD,"Cash Advance, COD",16000,no,1,1,no,3,,,,,,,,"Pariaba, Tourmaline, Pariba Tourmaline, Gems, Gemstones, Ring, Jewellery",,VN Diamonds,"Investment, Luxury, Fine",,3.31,White Gold,18K,,,,Diamond,Round,0.28,,None,,,30,,,,no,"Round Brilliant Natural Pariaba Tourmaline from Brazil set with Natural Pear Shape Rosecut DIamonds in 18K Handmade setting. Details are :-
1pc Diamond Cut Brazilian Pariaba 0.60Cts,                         
5pcs Pear Rosecut Diamonds 1.58Cts,                                   
30pcs Round Brilliant Diamonds 0.28Cts,
18K 2.82gms",,,,0.60Cts Brazilian Pariaba Tourmaline Ring.jpg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,0.60Cts Brazil Pariaba Tourmaline Greenish Blue GIA Round 6475411551.pdf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Pear,1.58,,None,,,5,,,,no,,,,,0.60Cts Brazilian Pariaba Tourmaline Ring I.jpeg,0.60Cts Brazilian Pariaba,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tourmaline,Round,0.6,,GIA,,,1,,Heat Treated,,no,,,,,0.60Cts Brazilian Pariaba Tourmaline Ring II.jpeg,60pts Brazil Pariaba Tourmaline,,,,,,
HJRNG314,442052,yes,yes,Y��ngh�� - Toi Moi Diamond & Pariaba Rin,"1pc D SI2 GIA Pear Brilliant 1.00Cts,                        
GIA # 1468315273                                                             
1pc Pear Brazilian Pariaba Tourmaline 1.03Cts,
GIA # 5466332081
18K 3.97gms
",Rings,"Engagement Ring, Bridal, Solitaire, Fashion, Cluster, Cocktail, Women","New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,25000,USD,COD,28000,no,1,,no,2,,,,,,,,"VNDiamonds, Ring, Design, Designer, Diamond, Certified, Jewellery, Pariaba",,HAR��NE JE,"Investment, Luxury, Fine",,4.45,White Gold,18K,,,,Diamond,Pear,1,,GIA,1468315273,,1,,,,no,"Y��ngh�� - Toi Moi Diamond & Pariaba Ring in 18K
1pc D SI2 GIA Pear Brilliant 1.00Cts,                        
GIA # 1468315273                                                             
1pc Pear Brazilian Pariaba Tourmaline 1.03Cts,
18K",,,,Brazilian Pariaba & Diamond Toi Moi Ring.jpeg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,1.03Cts Natural Pariaba Tourmaline Green GIA Pear Shape 5466332081.pdf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tourmaline,Pear,1.03,,GIA,5466332081,,1,,,,no,,,,,,,,,,Grading Report,1.00Cts D SI2 EX VG N GIA PS 1468315273.pdf,
HJRNG102,392178,yes,yes,Fine Aquamarine Oval Clusture Ring in 18K,"6pcs Santamaria Aquamarines 5.78Cts
18K 5.97gms",Rings,"Engagement Ring, Bridal, Cluster, Cocktail, Women","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Set, Engagement",New,Hong Kong,3250,USD,"Cash Advance, COD",3600,no,1,1,no,3,,,,,,,,"Aquamarine, Beryl, Gems, Gemstones, Jewellery, Jewels, valueformoney",,VN Diamonds,"Promotional, Fine",,7.13,White Gold,18K,,,,Aquamarine,Oval,5.78,,None,,,6,,Heat Treated,,no,"6pcs Santamaria Aquamarines 5.78Cts
18K 5.97gms",,,,OV Aqua Clusture Ring.jpg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,5.78Cts Aquamarine Clusture Oval Shape Ring - Exceptional Santa Maria Color Vibrant Brilliance Vivid Blue.pdf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OV Clusture Ring Side View.jpg,OV Aqua Clusture Ring,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OV Clusture Ring 11.jpg,,,,,,,
HJRNG272,391974,yes,yes,4.01Cts Cushion Modified Brilliant Ring 3 Stone,"1pc H VVS2 GIA Cushion Diamond 4.01Cts,                        
1pc H VVS2 GIA Cushion Diamond 0.71Cts,               
1pc H VVS2 GIA Cushion Diamond 0.70Cts,                   
90pcs Round Brilliant Diamonds 0.33Cts,
18K 3.10gms
",Rings,"Engagement Ring, Bridal, Solitaire, Halo, Side Stones, Three Stone, Simple Band, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Art Deco, Designer Jewelry, Youth, Engagement",New,Hong Kong,78000,USD,"Cash Advance, COD",82000,no,1,1,no,3,,,,,,,,,,VN Diamonds,"Luxury, Fine, Investment",,4.25,White Gold,18K,,,,Diamond,Round,0.33,,None,,,90,,,,no,"1pc H VVS2 GIA Cushion Diamond 4.01Cts,                        
1pc H VVS2 GIA Cushion Diamond 0.71Cts,               
1pc H VVS2 GIA Cushion Diamond 0.70Cts,                   
90pcs Round Brilliant Diamonds 0.33Cts,
18K 3.10gms",,,,4.01Cts H VVS2 GIA CU Ring.jpg,4.01C H VVS2 GIA CMB,,,,,4.01Cts H VVS2 VG VG N GIA CMB 5202258086.pdf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Cushion,0.71,,GIA,6432721154,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Cushion,0.7,,GIA,1443624891,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Cushion,4.01,,GIA,5202258086,,1,,,,no,,,,,,,,,,,,
HJERG142,444765,yes,yes,Fancy Color & White Diamond Floral Earrings in 18K,"White Round Brilliant Diamonds 1.13Cts,  
Pear Fancy Color Diamonds 7.50Cts,
18K 
",Earrings,Stud,"New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,8400,USD,"Cash Advance, COD",10000,no,1,1,no,3,,,,,,,,"VNDiamonds, Earrings, Diamond, Color, Handmade, Design, Designer",,,"Luxury, Fine",,13.79,"Yellow Gold, White Gold",18K,,,,Diamond,Round,1.13,,None,,,,,,,no,"Fancy Color & White Diamond Floral Earrings in 18K
White Round Brilliant Diamonds 1.13Cts,  
Pear Fancy Color Diamonds 7.50Cts,
18K ",,,,White & Yellow Diamond Earrings.jpg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond - Fancy Color,Pear,7.5,,None,,,,,,,no,,,,,Yellow Diamond White Center Earrings.jpeg,,,,,,,
HJERG150,444761,yes,yes,Designer Topaz Earrings with Diamonds in 18K,"2pcs Hexagon Shape Topaz 25.65Cts,           
36pcs Round Brilliant Diamonds 0.12Cts,
18K 6.92gms
",Earrings,Stud,"New, Engagement, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,3200,USD,"Cash Advance, COD",3500,no,1,1,no,3,,,,,,,,"VNDiamonds, Earrings, Topaz, Earrings, Gems, Design, Designer",,HAR��NE JE,"Luxury, Fine",,12.07,White Gold,18K,,,,Topaz,Hexagonal,25.65,,None,,,2,,,,no,"Designer Topaz Earrings with Diamonds in 18K
2pcs Hexagon Shape Topaz 25.65Cts,           
36pcs Round Brilliant Diamonds 0.12Cts,
18K 6.92gms
",,,,,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.12,,None,,,36,,,,no,,,,,,,,,,,,
HJNKL120,444775,yes,yes,Designer Star Diamond Necklace in 18K,"5pcs Star PieCut Diamonds 0.24Cts,                
1pc Kite Shape Diamond 0.05Cts,                                  
6pcs Round Rosecut Diamonds 0.29Cts,
18K 2.72gms
",Necklaces,Lariat,"New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,1500,USD,"Cash Advance, COD",2000,no,1,1,no,3,,,,,,,,"VNDiamonds, Necklace, Diamond, Handmade, Design, Designer, Luxury",,HAR��NE JE,"Luxury, Fine",,2.84,White Gold,18K,,,,Diamond,Star,0.24,,None,,,5,,,,no,"Designer Star Diamond Necklace in 18K
5pcs Star PieCut Diamonds 0.24Cts,                
1pc Kite Shape Diamond 0.05Cts,                                  
6pcs Round Rosecut Diamonds 0.29Cts,
18K 2.72gms",,,,Single Star Diamond Necklace in 18K.jpeg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Kite,0.05,,None,,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Rose,0.29,,None,,,6,,,,no,,,,,,,,,,,,
HJNKL115,444778,yes,yes,Omega Rosecut Diamond Neckalce in 18K,"39pcs Round Rosecut Diamonds 1.79Cts
18K 5.40gms
",Necklaces,Omega,"New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,4200,USD,"Cash Advance, COD",5000,no,1,1,no,3,,,,,,,,"VNDiamonds, Necklace, Diamond, Design, Designer, Jewelry, Jewel, Handmade",,HAR��NE JE,"Luxury, Fine",,5.76,White Gold,18K,,,,Diamond,,1.79,,None,,,39,,,,no,"Omega Rosecut Diamond Neckalce in 18K
39pcs Round Rosecut Diamonds 1.79Cts
18K 5.40gms",,,,,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
JLNKL-DN8,444779,yes,yes,"Designer, Yellow Diamond Necklace in 18K","48pcs Yellow Diamonds 17Cts (approx),                                     
581pcs Round Brilliant Diamonds 4.65Cts,                    
18k 49.86gms",Necklaces,"Riviera, Other Link","New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,25000,USD,"Cash Advance, COD",30000,no,,1,no,3,,,,,,,,"VNDiamonds, Necklace, Diamond, Design, Designer, Jewelry, Jewel, Handmade",,HAR��NE JE,"Luxury, Fine, Investment",,53.26,"Yellow Gold, White Gold",18K,,,,Diamond - Fancy Color,Pear,15,,None,,,48,,,,no,"48pcs Yellow Diamonds 15Cts (approx),                                     
581pcs Round Brilliant Diamonds 4.65Cts,                    
18k 49.86gms",,,,U-Z VS Fancy Shape Diamond Necklace.jpeg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,4.65,,None,,,581,,,,no,,,,,,,,,,,,
HJERG308,447850,yes,yes,Ethereal Alloy - Violet Blue Sheen Titanium Earrings with GIA Dia,"1pc E VVS2 XXX N GIA 2377212130 0.20Cts,                        
1pc E VVS2 XXX N GIA 2376208881 0.20Cts,
Titanium Alloy
",Earrings,Stud,"New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,900,USD,"Cash Advance, COD",1100,no,1,1,no,2,,,,,,,,"VNDiamonds, Earrings, Diamond, GIA, Design, Designer",,HAR��NE JE,"Luxury, Fine",,,Titanium,Other,,,,Diamond,Round,0.2,,GIA,2377212130,,1,,,,no,"Ethereal Alloy - Violet Blue Sheen Titanium Earrings with GIA Dia
1pc E VVS2 XXX N GIA 2377212130 0.20Cts,                        
1pc E VVS2 XXX N GIA 2376208881 0.20Cts,
Titanium Alloy",,,,20pts E VVS2 Each TT ERNG.jpeg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,0.20Cts E VVS2 EX EX EX N GIA BR 2376208881.pdf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.2,,GIA,2376208881,,1,,,,no,,,,,,,,,,,0.20Cts E VVS2 EX EX EX N GIA BR 2377212130.pdf,
HJERG309,447851,yes,yes,Luna Resonance - 0.21Cts E VVS2 GIA Titanium Earrings,"1pc E VVS2 XXX N GIA 7376583579 0.21Cts,                        
1pc E VVS2 XXX N GIA 6372152452 0.21Cts,
TItanium Alloy
",Earrings,Stud,"New, Engagement, Bridal, Woman's, Designer Jewelry, Youth, Fashion Jewelry",New,Hong Kong,900,USD,"Cash Advance, COD",1200,no,1,1,no,2,,,,,,,,"VNDiamonds, Earrings, Diamond, GIA, Design, Designer, Titanium",,HAR��NE JE,"Luxury, Fine",,,Titanium,Other,,,,Diamond,Round,0.21,,GIA,7376583579,,1,,,,no,"Luna Resonance - 0.21Cts E VVS2 GIA Titanium Earrings
1pc E VVS2 XXX N GIA 7376583579 0.21Cts,                        
1pc E VVS2 XXX N GIA 6372152452 0.21Cts,
TItanium Alloy",,,,Titanium Earrings.jpg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,0.21Cts E VVS2 EX EX EX N GIA BR 6372152452.pdf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.21,,GIA,6372152452,,1,,,,no,,,,,,,,,,Grading Report,0.21Cts E VVS2 EX EX EX N GIA BR 7376583579.pdf,
HJBRCH139,447938,yes,yes,HELENA  - Stylish Girl with Turquoise Balloon Skirt,"92pcs Round Roescut Diamonds 0.54Cts,                       
28pcs Round Brilliant Diamonds 0.09Cts,                
5pcs Sleeping Beauty Turquoise 5.40Cts,                        
1pcs Pear Shape Rosecut Diamond 0.14Cts,
18K 8.67gms
",Brooches & Pins,,"New, Engagement, Bridal, Woman's, Men's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,4500,USD,"Cash Advance, COD",5000,no,1,1,no,2,,,,,,,,"Harenejewels, Brooch, Designer, Design, Ballerina, Jewelry, Jewellery, Brooch",,HAR��NE JE,"Luxury, Fine",,9.9,White Gold,18K,,,,Diamond,Round,0.09,,None,,,28,,,,no,"HELENA  - Stylish Girl with Turquoise Balloon Skirt
92pcs Round Roescut Diamonds 0.54Cts,                       
28pcs Round Brilliant Diamonds 0.09Cts,                
5pcs Sleeping Beauty Turquoise 5.40Cts,                        
1pcs Pear Shape Rosecut Diamond 0.14Cts,
18K 8.67gms",,,,,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turquoise,Pear,5.4,,None,,,5,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Rose,0.14,,None,,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Rose,54,,None,,,92,,,,no,,,,,,,,,,,,
HJRNG177,393257,yes,yes,2.39Cts Natural Burma No Heat Ruby Ring with Heart Shape Diamonds in 18K,"2.39Cts Burma No Heat Vivid Red Guild,                                            
9pcs Heart Brillaint Diamonds 1.31Cts,
18K 5.428gms
",Rings,"Engagement Ring, Bridal, Halo, Estate, Cluster, Women","New, Bridal, Woman's, Art Deco, Designer Jewelry, Youth, Engagement",New,Hong Kong,25000,USD,"Cash Advance, COD, Credit If Approved",27000,no,1,1,no,2,,,,,,,,"Ruby, Burma, Gems, Gemstones, Ruby Ring, Burma Ruby, Ring, Jewellery, Jewelry",,VN Diamonds,"Investment, Luxury, Fine",,6.17,"Yellow Gold, White Gold",18K,,,,Diamond,Heart,1.31,,None,,,9,,,,no,"2.39Cts Natural Burma No Heat Ruby Ring with Heart Shape Diamonds in 18K
2.39Cts Burma No Heat Vivid Red Guild,                                            
9pcs Heart Brillaint Diamonds 1.31Cts,
18K 5.428gms
",,,,2.39Cts Burma NH Ruby Ring.jpg,2.39Cts Burma NH Ruby Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,2.39Cts Burma No Heat Vivid Red Guild Oval Shape.pdf,2.39Cts Burma NH Ruby 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Oval,2.39,,Other,,,1,,,,no,,,,,2.39Cts Burma NH Ruby Ring II.jpg,2.39Cts Burma NH Ruby Ring,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39Cts Burma NH Ruby Ring V.jpg,2.39Cts Burma NH Ruby Ring,,,,,,
HJRNG181,345624,yes,yes,Natural Burma Ruby 3 Stone Handmade Ring,"3.20Cts Burma H(1) Vivid Red Guild Cert, 
1pc Burma OV Ruby 3.20Cts,                        
2pcs  Cadillac Cut Diamonds 0.66Cts
18K White Gold handmade Jewellery Ring 4.65gms GW
",Rings,"Engagement Ring, Bridal, Side Stones, Three Stone, Women, Estate","New, Bridal, Woman's, Estate, Art Deco, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,83000,USD,"Cash Advance, COD",88000,no,1,1,no,3,,,,,,,7,"Gems, Gemstones, Gemstone, Handmade Jewellery, Ruby, Rubies, Burma, Myanmar, Ring",,VN Diamonds,"Luxury, Fine, Investment",,4.65,"Yellow Gold, White Gold",18K,11.88x8.90,,,Ruby,Oval,3.2,,Other,,,1,,Heat Treated,,no,"3.20Cts Burma H(1) Vivid Red Guild Cert, 
1pc Burma OV Ruby 3.20Cts,                        
2pcs  Cadillac Cut Diamonds 0.66Cts
18K White Gold handmade Jewellery Ring 4.65gms GW
",,,,3.20Cts Burma Ruby PB Guild Ring.jpg,3.20Cs Burma VR H Guild Crt,,,,Grading Report,3.20Cts Burma Heat H(1) Vivid Red Guild Oval Shape.pdf,3.20Cts Burma Heat Vivid Red Pigeon's Guild Cert
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wood - 3.20Cts B H PB Guild RR.jpg,3.20Cts Burma Ruby H Vivid Red set in 18K Gold ,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wood - 3.20Cts B H PB Guild RR Side.jpg,3.20Cts Burma H VR Guild,,,,,,
HJRNG104,245588,yes,yes,Natural Fancy Orangy Pink Diamond Ring,"Natural Fancy Orangy Pink
I1 VG G N 
GIA Certified
Pear Brilliant 1.94Cts 
Pink Round Diamond 0.27Cts
18K (750) White & Pink Diamond
Hand Made in Hong Kong",Rings,"Engagement Ring, Bridal, Solitaire, Simple Band, Fashion, Women, Cocktail","New, Bridal, Woman's, Estate, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,48000,USD,"Cash Advance, COD",48000,no,1,1,no,3,,,,,,,,"Pink Diamond, Investment Grade, ",Other,VN Diamonds,"Investment, Luxury, Fine",,,"White Gold, Rose Gold",18K,6.13x4.97x3.69,,,Diamond - Fancy Color,Radiant,1.08,,GIA,3245729597,,,,,,no,"Natural Fancy Orangy Pink Diamond Ring
Handmade in Hong Kong
Pear Brilliant Diamonds 1.94Cts
18K (750) White & Pink Gold",,,,1.08Cts Fancy Orangey Pink I1 Ring.jpeg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,1.08Cts Natural Fancy Orangy Pink I1 VG G N GIA Radiant 3245729597.pdf,GIA Certificate
HJBRCH110,392056,yes,yes,Mozambique Ruby & Diamonds Brooch Pendent,"13.68Cts Mozambique Heat Red GRS,             
1pc Cushion Shape Ruby 13.68Cts,                  
19pcs Rosecut Diamonds 2.47Cts,         
Round Diamonds 2.80Cts, 
18K 27.43gms
",Brooches & Pins,,"New, Bridal, Woman's, Men's, Estate, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,45000,USD,"Cash Advance, COD",48000,no,1,1,no,3,,,,,,,,"Ruby, Burma, Gems, Gemstones, Ruby Ring, Burma Ruby, Ring, Jewellery, Jewelry",,VN Diamonds,"Luxury, Fine",,31.64,White Gold,18K,,,,Diamond,Round,,,None,,,,,,,no,"13.68Cts Mozambique Heat Red GRS,             
1pc Cushion Shape Ruby 13.68Cts,                  
19pcs Rosecut Diamonds 2.47Cts,         
Round Diamonds 2.80Cts, 
18K 27.43gms",,,,13.68Cts Ruby Rosecut Diamonds & Pearl Brooch.jpg,Natural Ruby & Diamond Brooch,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,13.68Cts Mozambique Heat H(c) Red GRS Long Cushion Shape.pdf,13.68Cs Moz Heated Ruby GRS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,2.47,,None,,,19,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Cushion,13.68,,Other,,,1,,Heat Treated,,no,,,,,,,,,,,,
HJCUF105,392110,yes,yes,Illusion Emerald Cut Diamond Cufflinks with Sapphire,"9pcs PieCut Emerald Cut Diamond 0.54Cts,       
9pcs PieCut Emerald Cut Diamond 0.75Cts,                  
40pcs Princess Cut Sapphire 4.43Cts,
18K 7.84gms
",Cuff Links,,"New, Bridal, Woman's, Men's, Fashion Jewelry, Designer Jewelry, Youth, Set, Engagement",New,Hong Kong,4150,USD,"Cash Advance, COD",4500,no,1,1,no,3,,,,,,,,"Diamond, Emerald Cut, PieCut, Illusion, Ruby, Pendent, Gemstone, Valueformoney",,VN Diamonds,"Fine, Promotional",,8.98,White Gold,18K,,,,Diamond,Emerald,0.75,,None,,,9,no,,,no,"9pcs PieCut Emerald Cut Diamond 0.54Cts,       
9pcs PieCut Emerald Cut Diamond 0.75Cts,                  
40pcs Princess Cut Sapphire 4.43Cts,
18K 7.84gms
",,,,WhatsApp Image 2025-01-22 at 18.23.30_3142a99c.jpg,PieCut Diamond & Sappphire Cufflink,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Emerald,0.54,,None,,,9,no,,,no,,,,,WhatsApp Image 2025-01-22 at 18.23.31_ff1b06eb.jpg,Illusion Diamond & Sapphire Cufflinks,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sapphire,Princess,4.43,,None,,,40,,Heat Treated,,no,,,,,WhatsApp Image 2025-01-22 at 18.23.34_6cb02d42.jpg,Illuson Diamond & Sappie Cufflinks,,,,,,
